product_id,product_name,recipe_score,saudi_importance,matched_ingredient
17124,Nivea Shea Butter Lotion,0.0,low,
17714,تايد عبايه 2.5,0.0,low,
19335,Al-Jailani Rectangular Plastic Plates - No. 3,0.0,low,
19497,Banafa For Oud - Mabsous Oud Bakhoor - 30g,0.0,low,
19794,Al-Jilani Rectangular Plastic Plates - No. 4,0.0,low,
20067,فرسانا شيدر مبشور 1 كيلو,0.0,low,
20665,دوف مزيل عرق نعومة 50مل,0.0,low,
20782,فرسانا موزريلا مبشورة 1 كيلو,57.6,high,bananas
21091,Garnier Hair Leave-In Ultra Nourishing Almond Milk,85.0,critical,milk
21394,مكفيتز دايجستف شوكلاتة داكنة 200جم,0.0,low,
22090,Dove Deodorant with Cucumber,0.0,low,
22744,كازا تونيك خل التوت مقوي للشعر 400مل,40.8,medium,vinegar
24955,Giant Elegance - Pine Scented Floor Disinfectant & Cleaner - 3 Liters,0.0,low,
27187,اجاي كيك ياباني نكهة حليب البقر 330 جرام,85.0,critical,milk
14829,Millionaire Ketchup Potato Chips 14×12g (Pack),72.0,very_high,potatoes
17930,Saudi Double Chocolate Milk,60.0,high,chocolate
27771,بارني كيك بالشوكولاته والبندق 30جم (حبة 5),0.0,low,
2311,Best Mix Luqaimat Dough Mix,0.0,low,
2878,فيتشي ديركوس شامبو للشعر 200 مل,0.0,low,
2922,7-Up Carbonated Soft Drink - 990ml,0.0,low,
4992,Esnad Spicy Homemade Broast Mix - 240g,0.0,low,
5727,الخضار طرشي,0.0,low,
23602,عرين توب خليط كيك البسبوسة 500 جم,40.8,medium,vinegar
23865,لوكا احمر ومرطب الشفاه - 02 تشيري اون,0.0,low,
4421,Jalapeno Flavor Dried Snack 14g 12 Units,0.0,low,
6773,Millionaire Party Mix Jalapeno 12g (14 Pieces),0.0,low,
18887,برياسمين  جبنة شيدر 1.8ك,76.5,very_high,cheese
3438,الوطنية دجاج متبل حار 700 جرام,85.5,very_high,chicken
4322,Al Bustan Premium Roasted Pistachios - 130g,62.400000000000006,high,pistachios
4638,124ملتي باك صحون مكرويف  6 حبات,0.0,low,
4639,127ملتي باك صحون مكرويف  8 حبات,0.0,low,
5364,Al-Bustan Premium Cashews - 130g,0.0,low,
25741,تايجر بلس بطاطس بالشطة والليمون 20×13جم,72.0,very_high,potatoes
1292,توري سائل تنظيف الصحون و الأواني كلاسيك - 1.5 لتر,0.0,low,
3423,الوراق اكياس نفاية 55 جالون رول,0.0,low,
4041,Cedar Concentrated Multi-Purpose Liquid Air Freshener (Sky Blue) - 125ml,0.0,low,
6957,الوراق اكياس نفايه 50 جالون رول,0.0,low,
8578,ريف زيت زيتون بكر 2 لتر,64.0,high,olive_oil
8648,ريناكس 33 كبسولة,0.0,low,
9549,سنيورة سبرنج رول دجاج 1000غم,85.5,very_high,chicken
9860,Cedar Concentrated Multi-Purpose Liquid Air Freshener White 125ml,0.0,low,
11127,فرشلي حمص حب صغير 300جم,79.2,very_high,chickpeas
12050,Goody - Ranch Dressing - 250ml,0.0,low,
12091,قولن بسكويت فايبر بدون سكر170جم,62.400000000000006,high,biscuits
16804,قولن بسكويت نخاله بدون سكر 400جم,62.400000000000006,high,biscuits
17532,سيارا صدور الدجاج 2 كيلو,85.5,very_high,chicken
18375,سنابل الكرم قرفة مطحونة 190جم,73.8,very_high,cinnamon
19368,032894010445,0.0,low,
20809,برايد جبنة شرايح لايت 200جم *10,76.5,very_high,cheese
22331,لونا حليب مكثف محلى,85.0,critical,milk
22883,Nabta French Fries Seasoning,0.0,low,
26990,نبتة قرفة مطحونة 150جم,73.8,very_high,cinnamon
7001,Premium National Chicken 2×600,85.5,very_high,chicken
11359,فنش كوانتم الكل في 1 أقراص لغسيل الأطباق بالليمون 21 قرص,64.0,high,lemon
25663,بونكس اخضر لافندر 4كيلو,0.0,low,
6016,الري امريكانا  ماسلا كريمة الطبخ 500 مل,56.0,high,cream
21598,Best Clean Floor Cleaner Musk & Pine - 3L,0.0,low,
25193,فارمير زيت زيتون بكر 250 مل,64.0,high,olive_oil
2115,Al-Kabous Tea,90.0,critical,tea
23045,الشيخي سكر ابيض ناعم 5كجم,88.0,critical,eggs
2413,تورتليني محشوة بالاجبان الأربعة الطازجة 250 جرام,0.0,low,
3208,ميزلوني محشوة بالسبانخ والجبن الطازجة 250 جرام,36.0,medium,spinach
6043,الساقية طحينة سائلة فاخرة 3 كجم,60.0,high,tahini
6821,المواسم عصير أناناس بودرة 2.5 كيلوجرام,0.0,low,
11443,فوستر كلاركس مشروب توت 360 جم,0.0,low,
19598,اسناد بهارات توابل المعمول و الحلويات200جم,60.0,high,baharat
825,Beidar Stuffed Grape Leaves,0.0,low,
7531,Olivine Pure Olive Oil - 250ml (Glass Bottle),64.0,high,olive_oil
10472,Tarzan Potato Chips - Tomato & Pepper Flavor - 18g,72.0,very_high,potatoes
18428,داري شبية جبنة بيضاء 500 جم,76.5,very_high,cheese
23242,لول شيدر 1800جم,0.0,low,
30,تلبيسة مقاعد امامي هونداي,0.0,low,
20028,امريكانا بطاطس مجمدة,72.0,very_high,potatoes
23238,L'usine Chocolate Filled Cupcake - 18 x 30g,60.0,high,chocolate
5916,الرفاعي ميلتي كيك شوكولا داكنة 250 جرام,0.0,low,
18517,American Garden Strawberry Pie Filling - 595g,0.0,low,
18984,Greens Lemon Jelly,64.0,high,lemon
3286,Heinz Truffle Mayonnaise,0.0,low,
20071,برايد جبنة شرايح برجر 400جم*20,76.5,very_high,cheese
27653,سيارا فيليه الدجاج الحار 1000جم,85.5,very_high,chicken
8330,Rana Hot Sauce (Gallon) - 4.5kg,0.0,low,
18465,شتورة ورق عنب 910جم,34.8,medium,grapes
24951,Giant Elegance - Lavender Scented Floor Disinfectant & Cleaner - 3 Liters,0.0,low,
15567,Nama Creativity 50‑Gallon Garbage Bags Roll,0.0,low,
16274,Himalaya Gentle Baby Wash - Cleanses & Soothes - 350ml,0.0,low,
12095,قولن توينز بدون سكر مضاف210جم,0.0,low,
12099,قولن ويفر بالشوكلاتة بدون سكر30جم,0.0,low,
16832,قولن شوفان بالشوكلاتة 275جم,72.0,very_high,oats
21629,زيلتول علك نكهة النعناع 58 جم,62.400000000000006,high,mint
22470,جولن بسكويت ماري زيرو بدون سكر 400جم,62.400000000000006,high,biscuits
25463,انتیوشن نور شمنت کت تو,0.0,low,
3463,امريكانا برجر دجاج بالبقسماط 1680 جم,85.5,very_high,chicken
6483,الفضية اكياس نفايات 55 جالون,0.0,low,
17215,Sasso Olive Oil,64.0,high,olive_oil
20140,جرينز كريم كرميل بالحلا 70 جم,0.0,low,
944,بيودرما سینسیبیو جل رغوي للوجه للبشرة الحساسة  500مل,0.0,low,
6948,الوراق اكياس نفاية 30 جالون كبير,0.0,low,
7700,La Roche-Posay Effaclar Duo+M (40ml) & Foaming Gel Set,0.0,low,
11810,فيم فريش بودرة إعادة التوازن للعناية اليومية بالمناطق الحساسة  200ج,0.0,low,
13792,لوكا كونسيلر خافي عيوب 04 كرواسون,0.0,low,
18438,"Nivea Soft Moisturizing Cream for Face, Body, and Hands",56.0,high,cream
18740,جاردن اوليان مقشر السكر بالنيلة الزرقاء 600  جرام,0.0,low,
18826,شاينكس شامبو عباية 2 لتر,90.0,critical,tea
24610,بيوتي اوف جونسون واقي شمس المائي والاكوا,0.0,low,
27578,طابلي رز مصري 5 كيلو,0.0,low,
8717,Zi Al-Asal Egyptian Rice - 5kg,100.0,critical,rice
20570,اونو مرقة دجاج 24 × 18 جم,85.5,very_high,chicken
44,Almarai 1L Low Fat Milk,85.0,critical,milk
20801,Al Sawsan Stuffed Vine Leaves - 2kg,0.0,low,
23512,ليز شرائح بطاطس كاتشب 60 جرام,72.0,very_high,potatoes
23622,ليز شرائح بطاطس بطعم الجبنة الفرنسية,72.0,very_high,potatoes
141,Adidas Invisible Anti-Perspirant Spray,0.0,low,
2499,غسول الفم بالكبسولات المتطورة بنكهة نكهة الفراولة من ذا ون تاتش 20 كبسولة 15 مل,0.0,low,
4016,اكس اوريون وكالة 10حبات,0.0,low,
4459,Mirinda Citrus Carbonated Drink 990ml (Pack),0.0,low,
5106,اكس اوريون بارتي 10حبات,0.0,low,
6060,السعودية Milk Chocolate 18×200 ML,60.0,high,chocolate
7293,انفاس جدة شجرة فانيلا (نسخة),0.0,low,
8560,ريد بول مشروب الطاقة بنكهة البطيخ 250 مل,33.0,medium,watermelon
11811,فيم فريش سبراي اكتف منعش للمناطق الحميمة 125 مل,0.0,low,
12960,كوزمو جل استحمام مقشر بابايا 1000مل,0.0,low,
16129,هوتو كيبل تايب سي - تايب سي 130,0.0,low,
16220,هيد آند شولدرز شامبو ناعم وحرير 350مل,0.0,low,
17316,Power Max X Vanilla,39.0,medium,vanilla
17421,ريد بول ازرق بالكرز والتوت 250مل (نسخة),0.0,low,
19757,Adidas Team Force Deodorant Spray,0.0,low,
23366,شلند ميد مسحة طبية 200 حبة,0.0,low,
24302,Makeup Sponges 5 Pieces Box,0.0,low,
26064,ريد بول مشروب طاقة 250مل,0.0,low,
27498,دكتوروايت معجون أسنان للتبييض بنكهة التبغ والقهوة 100مل,0.0,low,
24271,مصنع الخليج صحن قصدير 1065,40.8,medium,vinegar
1990,Esnad Garlic Powder – 100g,85.0,critical,garlic
3222,ناو زيت اللوز الحلو 118 مل,73.8,very_high,almonds
8216,يوسرين تونر ينقي البشرة ويساعد على منع الشوائب 200 مل (نسخة),0.0,low,
9142,سكالا كريم مرطب ومعالج للشعر الكيرلي الازرق 1كجم,0.0,low,
11468,فونتي تورتيلا ابيض 250جم,88.0,critical,eggs
16021,هوبي صابون سائل لليدين برائحة الافندر 1500مل,0.0,low,
16289,هيمالايا صابون ترطيب باللوز 125جم (حبة 6),73.8,very_high,almonds
16955,Garnier Ultra Doux Avocado and Shea Butter Balm,22.0,low,avocado
18778,Fine Baby Jumbo Diapers Size 6,0.0,low,
19670,المراعي - شرائح ساندوتش 200 جرام,0.0,low,
21267,Heart Shaped Lollipop Sheets 16×14g,0.0,low,
21941,Al Bustan Sweetened Condensed Milk with Vegetable Oil - 370g,85.0,critical,milk
22962,زماك مزيل شحوم المطبخ بالليمون 650 مل,64.0,high,lemon
2127,الوزير مزيج زيت زيتون 500 مل,64.0,high,olive_oil
4802,ارز الشعلان 10 كيلو,0.0,low,
6869,النعمان قهوة الشيوخ تاجي الملكيه الفاخره500جم,0.0,low,
14417,Mathaq Matbakhi Thyme (Zaatar) Spices - 150g,60.0,high,zaatar
15289,Al-Qassim Coffee Blend 500g,0.0,low,
17886,سنابل الكرم بصل مطحون 210جم,90.0,critical,onions
19666,Johnson Papaya Shower Gel,0.0,low,
20004,بيبو سفرة الكنانة 125×100 مقاس,0.0,low,
20719,Al Osra Coarse Sugar - 5kg Bag,85.0,critical,sugar
22664,نبتة بهارات مشكله 200 جم,60.0,high,baharat
22810,Seven Green Natural Herbal Soap - 120g,0.0,low,
17899,المراعي زبادى يوناني سادة 150 جرام,0.0,low,
24577,ساديا بروستد دجاج بالثوم والبرميزان 700 جم,85.5,very_high,chicken
1945,Nova Cinnamon Flavored Chewing Gum Slices,73.8,very_high,cinnamon
2844,Flamingo Dashboard Polish Oud Scent 220ml,0.0,low,
3864,IT Wave Up Milk Chocolate Wafer - 40g,60.0,high,chocolate
5607,البينليب حلوى بالكريمة والكراميل 32 جرام,56.0,high,cream
16447,YC Vitamin C Facial Cleanser for Skin Brightening 100g,0.0,low,
19292,توتي فروتي كولا18جم,0.0,low,
20078,ETI UP Wafer with Hazelnut Cream - 39.5g,56.0,high,cream
22165,Nova Strawberry Gummies,0.0,low,
23102,Elites Triangle Chocolate Coated Wafer - 23g,60.0,high,chocolate
24300,Rusky Bix - Baked Snacks (Hot Mexican Salsa Flavor) - 23g,0.0,low,
24704,Torin Mr. Bite Chocolate 38g,60.0,high,chocolate
23051,نادك شبية القشطة 155 جم,0.0,low,
3224,ندى زبادي يوناني التوت الاسود وتوت العليق 160 جرام,88.0,critical,yogurt
3660,Perfit Pasta No. 217,62.400000000000006,high,pasta
6080,Green Plains Seven Spices - 84g,0.0,low,
8178,Zaiqa BBQ (Tikka) Masala - 50g,0.0,low,
9864,Cedar Concentrated Multi-Purpose Liquid Air Freshener Pink 125ml,0.0,low,
9866,Cedar Concentrated Multi-Purpose Liquid Air Freshener Jasmine 125ml,0.0,low,
11420,فوستر كلاركس خليط البراوني شوكولاتة داكنة 500 جرام,60.0,high,chocolate
11786,فيليدا قفاز حساس وسط,0.0,low,
14415,Mathaq Matbakhi Salad Seasoning Spices - 120g,0.0,low,
16372,وادي الشام دبس الرمان الطبيعي 625 جرام,39.0,medium,pomegranate_molasses
17991,تايد اوتماتيك 2.25 كجم,0.0,low,
18610,Heinz Tikka Mayonnaise,0.0,low,
19316,خلطة الوليمه برياني حار300 جم,40.8,medium,vinegar
19542,Luna Processed Cheddar Cheese - 1800g,76.5,very_high,cheese
19604,خلطة الوليمه كبسة 300 جم,40.8,medium,vinegar
21654,Saudia Full Cream Milk - 200ml,85.0,critical,milk
23488,Areentop Dark Chocolate Cake Mix - 500g,60.0,high,chocolate
23665,اسناد فليفلة الكايين 90 جرام,0.0,low,
24032,امريكانا زنجر ستربس الدجاج الحار 1400 كجم,85.5,very_high,chicken
24784,فورزان بلوسم معطر جو مركز الأصلي 125 مل,0.0,low,
2829,فرشلي صلصة الرانش 16 اونز,0.0,low,
19387,داري توت ازرق مجمد 350 جم,0.0,low,
4378,ليز بطاطس بالMLح والخل 21×11جم,72.0,very_high,potatoes
143,المراعي زبادي نكهة الفراولة 150 جرام,88.0,critical,yogurt
329,Brento Cookies with Assorted Chocolate Chunks 4×40g,60.0,high,chocolate
8624,"""ريكسونا مزيل عرق بخاخ ستريس كنترول للنساء - 200 مل",0.0,low,
9729,سويس رول جابمو فانيليا 6×55جم,39.0,medium,vanilla
13569,لواكر باتسري بندق 100 جم,0.0,low,
17760,مكفيتز دايجاستف شوكلاتة بالكراميل 250جم,0.0,low,
18202,Dove Daily Care 2-in-1 Shampoo,0.0,low,
21843,Ringo Chocolate Hazelnut Filled Tissue,60.0,high,chocolate
22105,هرفي ناجت الدجاج 400 جم,85.5,very_high,chicken
13382,لافينا ويفر شوكلاتة بالحليب 6×45 جرام,85.0,critical,milk
3921,روائح العطارة زعتر بري85جم,60.0,high,zaatar
4993,اسناد خلطة بروست البيت 100جم*2,40.8,medium,vinegar
5709,الخير قهوة تركية هيل حمصة غامقة 100جم,79.2,very_high,chickpeas
6209,Golden Triangular Cheese (Easy),76.5,very_high,cheese
8394,روائح العطارة مسحوق الكمون 140جم,88.0,critical,cumin
10068,Butter Chicken Cooking Sauce 350g,85.5,very_high,chicken
10382,Sora - Ground Onion Powder - 210g,90.0,critical,onions
10535,عافية مسحوق الثوم 170 جرام,85.0,critical,garlic
11864,ديفينس مزيل الدهون 1 لتر,0.0,low,
14556,ديفينس مزيل شامل مطور متعدد الاستخدام 1 لتر,0.0,low,
14770,ملتي باك اكواب ورقيه مضلع ابيض 4 اونز,88.0,critical,eggs
17817,فرشلي صلصة تتبيل اجنحة الدجاج العادي 12 اونز,85.5,very_high,chicken
23020,فوستر كلاركس كرمة خفق 144 جم,0.0,low,
24644,مقشر للجسم بالبرتقال 300جم,56.0,high,oranges
1737,جلسرين كريم الاصلي 250مل,0.0,low,
1770,Glow Milk Whitening Soap for Skin Brightening - 100g,0.0,low,
3356,Arm & Hammer Rosemary Lavender Deodorant 71g,0.0,low,
15956,هرفي استريبس الدجاج الحار 1 كيلو,85.5,very_high,chicken
16816,عمان بطاطس فلفل 150جم,72.0,very_high,potatoes
2132,المراعي عصير الفواكه المشكلة والرمان 1.4لتر,37.199999999999996,medium,pomegranate
4211,فيكتوريا رمان مجمدة 800 جرام,37.199999999999996,medium,pomegranate
5750,الخضار فلفل احمر طويل,40.8,medium,bell_peppers
10541,عافية مسحوق الكاري 100جم,0.0,low,
17798,Acorsa Black Olive Slices - 470g,0.0,low,
19469,داري رمان حب مجمدة 1 كجم,37.199999999999996,medium,pomegranate
19578,ندى زبادي كامل الدسم 2 كيلو,88.0,critical,yogurt
11497,فوم دقيق فاخر 1ك (ربطة),76.5,very_high,flour
12873,كواليكو نقانق دجاج 340 جرام,85.5,very_high,chicken
16919,دومتي جبنة بيضاء فيتا كامل الدسم بطعم الزيتون 250 جرام,76.5,very_high,cheese
20060,دومتي جبنة بيضاء فيتا كامل الدسم  250 جرام,76.5,very_high,cheese
20834,عافية سميد خشن400جرام,57.6,high,semolina
22742,Majdi Black Pepper Whole - 40g,85.0,critical,black_pepper
24491,المواسم مايونيز 946 مل,0.0,low,
27472,كوزمو مرطب شفاه بجوز الهند وقصب السكر -7جم,57.6,high,walnuts
27478,كوزمو هابي فيت مقشر القدمين بالنعناع - 150مل,62.400000000000006,high,mint
27480,كوزمو لوشن كلاسيك جلسرين للجسم -200مل,0.0,low,
27483,كوزمو كريم كلاسيك جلسرين 250 مل,0.0,low,
3996,سوبر بونو صابون  غسيل 10ك,0.0,low,
3483,Intash Sweetened Condensed Milk 390g,85.0,critical,milk
2770,Vanilla Cake Bar,39.0,medium,vanilla
21622,Sanabel Al-Karam Hummus Chickpeas Dip - 400g,79.2,very_high,chickpeas
24739,أرياف اكياس نفايات سميك 55جالون 1200ك,0.0,low,
25164,أرياف اكياس نفايا سميك 55جالون 1ك,0.0,low,
25743,تايجر بلس بطاطس بالفلفل الحلو 20×13جم,72.0,very_high,potatoes
3251,Nova Cold Mint Gum Slices,62.400000000000006,high,mint
21800,تودي لوح شوكولاتة غامقة باللوز بدون سكر مضاف 60جم,60.0,high,chocolate
24256,توداي ستيفيا شوكولاتة داكنة بالقهوة 60جم,60.0,high,chocolate
24917,Listello Buckwheat Rice Cakes 135g,100.0,critical,rice
24918,Lestello Rice Cakes with Quinoa - 130g,100.0,critical,rice
27710,كوكيز ديدوز بالكاكاو والفواكه 16 قطعة 256جم,40.8,medium,cocoa
27712,كوكيز ديدوز التين والفواكه 16 قطعة,22.0,low,figs
21488,هرفي برجر الدجاج بالبقسماط 840 جم,85.5,very_high,chicken
21570,تودي لوح شوكولاتة غامقة كلاسيك بدون سكر مضاف 60جم,60.0,high,chocolate
88,Signal Cavity Fighter Toothpaste,0.0,low,
904,Bella Single Tissue 6×600,0.0,low,
4884,Arm & Hammer Natural Deodorant Stick,0.0,low,
9905,سيركلز مطهر 3لتر +هدية لافندر,0.0,low,
14901,موبي منعم ملابس ازرق 3لتر,0.0,low,
14953,موسي شراب بنكهة الرمان 275مل,37.199999999999996,medium,pomegranate
16090,Hoto Silver Massage Device,0.0,low,
17362,Al Rabie Apple Juice 1L,52.0,high,apple
19689,قودايفا بار دبل شوكلاتة 35جم,0.0,low,
20614,ندى لبنة يونانية 410 جم,70.2,very_high,labneh
24584,Nail Polish Remover Wipes 24 Pieces,0.0,low,
25498,ABE (All Black Everything) - Grape Soda Energy Drink - 330ml,0.0,low,
25499,ABE (All Black Everything) - Fruit Candy/Punch Energy Drink - 330ml,0.0,low,
15240,نادك زبادي يونانى فراولة 3×160جم,88.0,critical,yogurt
21796,Raid Insecticide All Insects,0.0,low,
10521,عافية فول سوداني مغطى بالجبنة 200 جرام,76.5,very_high,cheese
12899,كوتكس فوط نسائية 20حبة لاينر,0.0,low,
19004,الصافي حليب طازج 2.9 لتر,85.0,critical,milk
24029,Sci-Clean Foaming Hand Soap (Blue) - 1 Liter,0.0,low,
1063,Tang Pineapple Instant Drink Powder - 2kg,52.0,high,apple
2006,Al-Batal Tikita Chips – Lemon & Pepper – 155g,64.0,high,lemon
3465,امريكانا برجر دجاج بدون بقسماط 1500 جم,85.5,very_high,chicken
8365,روائح العطارةبهارات  الشاورما160جم,60.0,high,baharat
10430,صن رنج منتفخات بطعم الجبن 20×16 جرام,76.5,very_high,cheese
13264,كاندي دريم خفق 160جم,0.0,low,
13657,Lotus Biscoff Cookie Butter Smooth - 400g (Pack of 6),62.400000000000006,high,butter
16335,Dada Chocolate Cup (Hazelnut & Cocoa Cream) - Bulk Box (24 x 18g),60.0,high,chocolate
18510,Wazein Split Chickpeas - 350g,79.2,very_high,chickpeas
23354,Elites Chocolate Covered Wafer Triangles - 24 x 23g,60.0,high,chocolate
23499,ليز شرائح بطاطس بالشطة والليمون 60 جرام,72.0,very_high,potatoes
23969,Mirinda Citrus 245ml,0.0,low,
953,بيوديرما فوتوديرم واقى شمس سبوت إيدج بمعامل حماية 50 + 40 مل,0.0,low,
1812,Red Bull Acai Berry Energy Drink,0.0,low,
2894,Cheese Puffed Crackers,76.5,very_high,cheese
3841,دريم معطر حبيبات للغسيل176جم,0.0,low,
4633,112ملتي باك صحون مكرويف  4 حبات,0.0,low,
6950,الوراق اكياس نفاية 50 جالون كبير,0.0,low,
7344,أنوا سيروم نياسيناميد 10% + تي اكس ايه 4% -30 مل,0.0,low,
10067,Biryani Cooking Sauce 350g,0.0,low,
17163,Zamak Degreaser for All Surfaces,0.0,low,
17704,Bioderma Sensibio H2O Micellar Makeup Remover,0.0,low,
18062,لوشن يوسيرين لتخفيف خشونة البشرة 500 مل,0.0,low,
19275,Barbican Apple Flavored Malt Beverage (Can) - 250ml,52.0,high,apple
19446,نعمة شابورة اصابع بالسمسم 300جم (نسخة),0.0,low,
19950,برايد جبنة شرائح برجر,76.5,very_high,cheese
21036,ندى زبادي يوناني سادة قليل الدسم 160 جرام,88.0,critical,yogurt
21586,Best Clean Stain Remover Wet Wipes,0.0,low,
22610,فاين مناديل وجه 70 منديل (حبة 6),0.0,low,
23973,Mountain Dew 245ml,0.0,low,
24217,فراغراس معطر مفارش دارك فانيلا 400 ملي,0.0,low,
28576,قروفيا مناديل معلقة 1800منديل,0.0,low,
2335,7616100163731,0.0,low,
3656,Perfetto Pasta No. 211,62.400000000000006,high,pasta
20763,Luna White Beans,43.199999999999996,medium,beans
20793,قودي مايونيز ثوم ضاغط,85.0,critical,garlic
24359,كاتمونا قهوة مقطرة معتدلة وسط 10جم,0.0,low,
3500,انتعاش ملح احادي جلوتاميت الصوديوم 20×400 جم,92.0,critical,salt
5335,الباشا زيت زيتون بلاستيك 500 مل,64.0,high,olive_oil
6722,Al-Awwal Mills Super Fine Flour 10×1 kg,76.5,very_high,flour
20560,اكوادور حبوب الذرة 425جم,20.8,low,corn
2781,Vaporita Marjoram Herb Tea - 20 Bags x 1.5g (Total 30g),90.0,critical,tea
15197,مينتوس كاندي  توتي فروتي29 جم,0.0,low,
16856,مينتوس كاندي مينت 29 جم,0.0,low,
17554,Damla Soft Fruit Filled Toffee - 250g,0.0,low,
18789,Galaxy Caramel Cake,0.0,low,
22768,ليبتون تروبيكال ايس تي زيرو سكر 320 مل,0.0,low,
24298,Raski Bex Hot Barbecue 23g,0.0,low,
24299,"Rusky Bix - Baked Snacks (Cheese, Spices & Basil Flavor) - 23g",76.5,very_high,cheese
24472,بالانس كراكرز بروتين كريمة وبصل 70جم,56.0,high,cream
24478,بالانس بف بروتين بالفلفل الحلو 70جم,40.8,medium,bell_peppers
24512,Bimalo Rainbow Marshmallows 140g,0.0,low,
24774,فايو سويت حلوة الحزام بالكولا الحامضة 20جم,0.0,low,
27149,دونا شراب الصويا العضوي 1لتر,0.0,low,
447,Hola Coconut Cream Sandwich Biscuit 100g,56.0,high,cream
448,Hola Cocoa and Milk Cream Sandwich Biscuit,60.0,high,chocolate
3123,لوكا احمر ومرطب الشفاه - 05 ذا سيرف,0.0,low,
4975,Astera Charcoal and Mint Toothpaste 110ml,0.0,low,
18049,السوسن ورق عنب  زجاج 908جم,34.8,medium,grapes
19336,Al Taie Sweet Corn,20.8,low,corn
19907,نعمة شابورة شرائح بالدقيق الفاخر 300جم,76.5,very_high,flour
22431,Green Plains Oregano - 40g,0.0,low,
15258,نادك كراكلز بطاطس الملح والخل 155 جم,72.0,very_high,potatoes
2502,Daony Fabric Softener Concentrate – Vanilla & Musk – 2L,39.0,medium,vanilla
16005,هوبي بلسم مغذي لتصفيف الشعر كيرلي 7 في 24 250مل,0.0,low,
16371,وادي الشام دبس الرمان الطبيعي 350 جرام,39.0,medium,pomegranate_molasses
22757,الجيلاني صحون بلاستك مقسم رقم 22 (نسخة),0.0,low,
24574,7Up Soft Drink Glass Bottle 245ml,0.0,low,
8238,Rani Mango Fruit Juice with Real Chunks - 1.4L,34.8,medium,mango
18080,Al Rabie Orange Juice - 1 Liter,57.6,high,orange_juice
1518,"3B Table Covers – 50 Pieces, 85×110cm",0.0,low,
9069,سفن اب 315 مل (حبة 6),0.0,low,
14679,Mayochup (Mayonnaise & Ketchup Sauce) - 315ml,0.0,low,
21948,السعوديه حليب كامل الدسم 1 لتر,85.0,critical,milk
704,بونيتا  سائل غسيل لليدين بعطر الخوخ 1 لتر,0.0,low,
1531,جاردن اوليان الليفة المغربية الأصلية لتقشير الجسم,0.0,low,
2025,Al Khair Large Tuna Tern,60.0,high,fish
5915,الرفاعي ميلتي كيك فانيلا 250 جرام,0.0,low,
7209,انجوي منظف وجه ليمون 225جم,64.0,high,lemon
7562,ETI Darelo Milk Chocolate Coated Wafer - 50g,60.0,high,chocolate
11415,فوستر كلاركس جلي الرمان 80 جم,37.199999999999996,medium,pomegranate
11437,فوستر كلاركس مشروب برتقال 360 جم,56.0,high,oranges
17561,Garnier Ultra Doux Mythic Olive Shampoo,0.0,low,
19271,Bon Choco Vanilla Filled Large,39.0,medium,vanilla
19686,Greens Mixed Fruit Jelly,0.0,low,
20567,بونيتا سائل لليدين بعطر العود,0.0,low,
23696,Beauty Foot Salt 40g,0.0,low,
24191,القمة اكياس نفايات رول 55 جالون 1كيلو,0.0,low,
27288,أستيرا معجون اسنان بالنعناع مع فيتامين 3 ومبيض 110 جرام,62.400000000000006,high,mint
4096,Gandour Balloon Cola Bubble Gum 12×14.4g,0.0,low,
10761,غندور لبان بلونة تفاح 12×14.4جم,52.0,high,apple
10763,غندور لبان بلونة فواكة 12×14.4جم,0.0,low,
12639,Nazzarah Eyeglasses Candy - 20 x 6g,85.0,critical,sugar
24514,Apple Watch case cove,52.0,high,apple
3352,ابو خلف لحم كبسة 500جم,40.8,medium,vinegar
312,Persona Women's Razor Blades 8+6 Free,0.0,low,
1102,تبيس قطن شرائح مزيل مكياج دائري 3 ×80 عبوة,0.0,low,
2788,Vaseline Cream,56.0,high,cream
5687,الخضار توت احمر امريكي (نسخة),0.0,low,
13826,لوكس صابون ورد 105 جرام,0.0,low,
16014,هوبي شامبو عناية البروتين بالقراص 500مل,22.0,low,figs
18658,Cleo & Lovely Multivitamin Face Cream,56.0,high,cream
24507,روفيدا زيت زيتون 500مل,64.0,high,olive_oil
1722,جلسرين بيبي كم 250 مل,0.0,low,
3625,Peeled Tomato Punta 400 grams,0.0,low,
6495,Anti-Hair Loss Shampoo 600 ml,0.0,low,
6699,Almarai Fruit Juice 18×140ml,0.0,low,
6980,Al Wazir Lex Classic Soap - 10kg,0.0,low,
11857,فيولا زيت اللوز المر 125 مل,73.8,very_high,almonds
12121,كاتشب بيدر جالون 3ك,0.0,low,
14377,مذاق البركة بهارات كمون بودرة 100 جم,60.0,high,baharat
16653,Yamour Pineapple Fruit Jam 400g,52.0,high,apple
20051,ديار الجنتين عجينة سمبوسة 800 جرام,22.0,low,figs
20130,Garnier Hair Color 4,0.0,low,
2797,فازلين مرطب شفاه بزيت الورد واللوز 20 جرام,73.8,very_high,almonds
3079,La Roche-Posay Effaclar Duo+M Anti-Imperfections Care - 40ml,0.0,low,
3264,NIVEA Cocoa Butter Body Lotion for Dry Skin,0.0,low,
3347,Al Fakhama Rice 1kg,100.0,critical,rice
3669,Perfetto Pasta No. 236,62.400000000000006,high,pasta
17217,Garnier Skin Active Micellar Cleansing Water for Sensitive Skin,0.0,low,
23922,لوكا احمر ومرطب الشفاه - 01 موف اوفر,0.0,low,
