product_id,product_name,category,subcategory,importance_level,category_tags,category_count,product_family
1767,Gloria Hot Sauce – 88ml,other,,low,other,1,
10781,غمدان شاي اخضر 100فتلة 200جم,beverages,tea,critical,beverages|herbal_tea|hot_tea|iced_tea|ingredient|milk_tea|mint_tea|ramadan|saudi_staples|saudi_tea|tea,11,
15298,Nando’s Extra Hot Variety Chili Sauce 125g,other,,low,other,1,
21101,Al-Jailani Plain Plastic Plates (No. 18) - Pack,other,,low,other,1,
21815,عافية زيت دوار الشمس 1.5لتر,other,,low,frequent_purchase|other,2,
21847,Bisha Original Golden Coffee - 500g,beverages,coffee,critical,beverages|coffee|qeu_category,3,
3302,Hot and Crispy Spicy Chicken Nuggets,protein,poultry,critical,biryani|chicken|chicken_soup|dish|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,20,
3594,Tassaly Hot Pepper Potato Chips 21x12g,spices,pepper,critical,chips|fried_potatoes|ingredient|kabsa|maqluba|moussaka|party_snacks|pepper|qeu_category|ramadan|roasted_vegetables|salads|saudi_staples|snacks|soups|spices|tubers|vegetables,18,chips_snacks
10473,Tarzan Tomato & Chili Flavor Chips - 24 x 18g,snacks,snacks,high,chips|frequent_purchase|ingredient|party_snacks|qeu_category|ramadan|snacks,7,chips_snacks
10512,عافية البهارات السبعة100جرام,spices,blend_spices,high,blend_spices|grilled_meats|ingredient|kabsa|meat_dishes|ramadan|rice_dishes|soups|spices|stews,10,
27535,موسي شراب بنكهة خوخ,other,,low,other,1,
27583,التنمية دجاج بالزبدة - 400جم,protein,poultry,very_high,baking|biryani|bread|chicken_soup|chocolate_dessert|cooking|dairy|dairy_products|desserts|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|sauces|saudi_staples|shawarma|shish_tawook,23,ghee_fats
2599,Juhayna Fat-Free Milk – 1.5L,dairy,dairy_products,critical,baking|cereals|chocolate_biscuit_dessert|chocolate_dessert|cooking|dairy|dairy_products|desserts|dish|drinks|ingredient|milk|milkshakes|qeu_category|ramadan|saleeg|saudi|saudi_specialties|saudi_staples,19,milk_dairy
6247,جيلميت شفرات  حلاقة 3رؤس 5حبات+2,other,,low,other,1,
7298,Anfas Jeddah Jar Hanging Diffuser - Vanilla Scent - 8ml,flavorings,flavoring_extracts,high,baking|cakes|custards|desserts|drinks|flavoring_extracts|flavorings|ice_cream|ingredient|qeu_category|vanilla,11,
9567,سوبر جلو غراء 3 جرام,other,,low,other,1,
10573,عاليه زبده الفول السوداني بالشكلاته240جم,other,,low,other,1,
16192,هومي مايونيز مايتشوب 300مل,other,,low,other,1,
21437,Rexona Strong Freshness Deodorant,other,,low,non_food|other,2,
23447,كواليكو روبيان عادي 400 جم,other,,low,other,1,
24526,كادبري اوريو ساندويتش 96جم,other,,low,other,1,
25472,اندي شوكولاتة غامقة محشية بعجينة الكنافة مع الفستق الحلبي 190 جم,snacks,confectionery,high,baking|baklava|chocolate_bars|chocolate_biscuit_dessert|confectionery|desserts|drinks|garnishes|ice_cream|ingredient|kunafa|nuts|ramadan|rice_dishes|snacks,15,
27410,الطاهي المحترف روبيان جامبو بدون ذيل 400 جم,other,,low,other,1,
3247,Nova Fruit Slice Chews,other,,low,other,1,
11496,فوم دقيق فاخر 1.5ك,grains,flour,very_high,baking|batter|breads|coating|desserts|flour|frequent_purchase|grains|ingredient|pastries|ramadan|samboosa_dough|sauces|saudi_staples,14,
12405,كاندي هيرشي حليب 200جم,dairy,dairy_products,critical,baking|cereals|chocolate_dessert|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples,13,milk_dairy
25762,تري تيلا كريمة الشوكلاته بالبندق 700 جم,saudi_specialties,laban,critical,baking|coffee|dairy|dairy_products|desserts|dish|ice_cream|ingredient|laban|ramadan|sauces|saudi|saudi_specialties|soups,14,milk_dairy
3858,Dettol 1+1 Liter (Offer),other,,low,other,1,
6964,الوراق رول حراري مقاس8,other,,low,other,1,
20387,امريكانا برجر دجاج بدون بقسماط,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
20588,Radwa chicken nuggets,protein,poultry,critical,biryani|chicken|chicken_soup|dish|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,20,
21038,دوفت قفازات شفاف بدون بودر مقاس XL,other,,low,other,1,
25163,أرياف اكياس نفايا سميك 50جالون 1ك,other,,low,other,1,
27256,نتيرا زبدة الفول السوداني ناعمة 510 جم,dairy,dairy_products,high,baking|bread|chocolate_dessert|cooking|dairy|dairy_products|desserts|ingredient|ramadan|sauces,10,ghee_fats
1973,Asnad Rosemary – 35g,other,,low,other,1,
2342,Betty Crocker Strawberry Cake Mix,other,,low,other,1,
2898,Large Regular Crisps,other,,low,other,1,chips_snacks
3188,معطر الفرسان متعدد الاستخدام اخضر 125 مل,other,,low,other,1,
3295,هرفي ناتشوز الجبن 280 جرام,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,13,cheese
3297,Harfy Chicken Popcorn,protein,poultry,critical,biryani|chicken|chicken_soup|corn_dishes|corn_salad|corn_soup|dish|grains_vegetables|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook|sweet_corn|vegetables,26,
3801,العلالي صلصة البيتزا علي الطريقة الايطالية320جم,other,,low,other,1,
5429,Goudi Italian Sauce,other,,low,other,1,
7056,امادا  ستيك بندق 32 جم,other,,low,other,1,
11155,فرشلي فشار الميكروويف الزبدة خفيف 3.5 اونز,dairy,dairy_products,high,baking|bread|chocolate_dessert|cooking|dairy|dairy_products|desserts|ingredient|ramadan|sauces,10,ghee_fats
14441,مرامي بطاطس فلفل حار 18×10جم (نسخة),vegetables,tubers,very_high,fajitas|fried_potatoes|grilled_peppers|ingredient|kabsa|maqluba|moussaka|nightshades|ramadan|rice_dishes|roasted_vegetables|salads|saudi_staples|soups|stuffed_peppers|tubers|vegetables,17,chips_snacks
14444,Marami Ketchup Potato Chips 10g,vegetables,tubers,very_high,chips|fried_potatoes|ingredient|kabsa|maqluba|moussaka|party_snacks|qeu_category|ramadan|roasted_vegetables|salads|saudi_staples|snacks|soups|tubers|vegetables,16,chips_snacks
17896,ETI Darlo Chocolate Covered Wafer - 50g,snacks,confectionery,high,baking|chocolate|chocolate_bars|chocolate_biscuit_dessert|confectionery|desserts|drinks|ingredient|qeu_category|ramadan|snacks,11,
18840,فرشلي صلصة ثاوند ايلاند 8اونز,other,,low,other,1,
19228,Harfy Chicken Rings,protein,poultry,critical,biryani|chicken|chicken_soup|dish|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,20,
20389,بفك الدوحة بالجبنة 15 جم,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,13,cheese
21328,بيبو اكياس نفاية 8 جالون رول 5*1,other,,low,other,1,
23240,ساديا ناجت دجاج بالجبنة 270جم,protein,poultry,very_high,appetizers|baking|biryani|cheese|chicken_soup|dairy|desserts|grilled_chicken|ingredient|kabsa|machboos|pasta|pizza|poultry|protein|quaker_soup|ramadan|roasted_chicken|salads|samboosa|samboosa_cheese|sandwiches|saudi_staples|shawarma|shish_tawook,25,cheese
23585,اسناد ريحان 30 جرام,other,,low,other,1,
24273,مصنع الخليج صحن قصدير 255,condiments,condiments,medium,condiments|dressings|ingredient|marinades|pickles|salad|sauces,7,
24342,مراسي مربى فراولة 340 جم,other,,low,other,1,
1869,رنا مكرونة خواتم 400جم,grains,pasta,high,frequent_purchase|grains|ingredient|lasagna|macaroni|pasta|pasta_salad|pasta_sauce|penne|ramadan|spaghetti,11,
17214,Ranch Sauce Mix,other,,low,other,1,
18324,بيدر صلصة ثاوزاند ايلند 460جم,other,,low,other,1,
22326,كوينز بودرة الفانيلا 12×20جم,other,,low,other,1,
22598,Majdi Garlic Powder - 40g,vegetables,allium,critical,allium|dips|dish|garlic|ingredient|jareesh|kabsa|marinades|matazeez|meat_dishes|qeu_category|quaker_soup|ramadan|rice_dishes|sauces|saudi|saudi_specialties|saudi_staples|soups|stews|vegetables,21,
1462,Tiffany Tomato Ketchup – Carton 3×500g,other,,low,other,1,
8174,Zaiqa Biryani Masala - 60g,other,,low,frequent_purchase|other,2,
8180,Zaiqa Bombay Biryani Spices - 60g,spices,matazeez,critical,dish|matazeez|qeu_category|quaker_soup|ramadan|samboosa|saudi|saudi_specialties|spices,9,
10095,Ahmad English Tea No. 1 - 100 Bags,beverages,tea,critical,beverages|herbal_tea|hot_tea|iced_tea|ingredient|milk_tea|mint_tea|qeu_category|ramadan|saudi_staples|saudi_tea|tea,12,
20704,Party Vanilla Cake Bites,flavorings,flavoring_extracts,high,baking|cakes|custards|desserts|drinks|flavoring_extracts|flavorings|ice_cream|ingredient|qeu_category|vanilla,11,
21747,نخيل زيت نباتي صافي 1.5 لتر,oils,cooking_oils,critical,baking|cooking|cooking_oils|dressings|frying|ingredient|oils|ramadan|sauces|saudi_staples,10,
22236,رنا مكرونة اقلام 400جم,grains,pasta,high,frequent_purchase|grains|ingredient|lasagna|macaroni|pasta|pasta_salad|pasta_sauce|penne|ramadan|spaghetti,11,
23289,بابو حليب فراولة 125مل (حبة 18),dairy,dairy_products,critical,baking|cereals|chocolate_dessert|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples,13,milk_dairy
24960,داري مايونيز عادي 300جم,other,,low,other,1,
27716,ريسيز كورن فليكس 326 جم,other,,low,other,1,
10767,غندور سفاري كراميل شوكولاتة 12×32جم,snacks,confectionery,high,baking|chocolate_bars|chocolate_biscuit_dessert|confectionery|desserts|drinks|ingredient|ramadan|snacks,9,
19070,Galaxy Hazelnut,other,,low,other,1,
9488,Sun Cola Juice - 30 x 125ml,other,,low,other,1,
11546,Vebix - Blue Active Roll-On Deodorant - 50ml,other,,low,non_food|other,2,
15370,ندى شراب زبادي يوناني منزوع الدسم توت 27 بروتين 330 مل,dairy,dairy_products,critical,dairy|dairy_products|desserts|dips|dried_figs|dried_fruits|drinks|fig_jam|fruits|ingredient|laban|labneh|marinades|ramadan|salads|sauces|saudi_staples|smoothies|snacks|soups,20,
139,Vegetable Biscuit 110g,other,,low,frequent_purchase|other,2,
17805,نبتة بهارات السبع 200 جم,spices,blend_spices,high,blend_spices|grilled_meats|ingredient|kabsa|meat_dishes|ramadan|rice_dishes|soups|spices|stews,10,
18722,حاويك بسكوت جبنة 110جم,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,13,cheese
20548,Original Berry Mix Juice - 1.4L,other,,low,other,1,
20559,اورجنال تفاح,fruits,fruits,high,apple_juice|apple_salad|desserts|fresh_apple|fruits|ingredient|snacks,7,
22245,Best Clean Liquid Laundry Detergent 1.5 Liter,other,,low,frequent_purchase|other,2,
1497,ثري بي صحن دائري مقسم  مقاس 18 (50) صحن,other,,low,other,1,
2264,"زيت جليسرين الأصلي للجلد العادي والجاف من كوزمو , 200 مل",other,,low,other,1,
2330,Awafi Plastic Food Spoons - 50 Pieces,other,,low,other,1,
4362,L'Oreal Paris Elvive Hyaluron Hair Conditioner 360ml,other,,low,non_food|other,2,
4363,L'Oreal Paris Moisturizing Shampoo with Hyaluronic Acid 400ml,other,,low,non_food|other,2,
4424,معين جبنة سائل 900جم,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|frequent_purchase|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,14,cheese
7347,Garnier SkinActive Micellar Cleansing Water with Vitamin C for Dull Skin,beverages,water,critical,beverages|dish|laban|qamar_al_din|qeu_category|ramadan|saudi|saudi_coffee|saudi_specialties|vimto|water,11,
8219,رادكس ماسك جل العین بالفیتامین بي,other,,low,other,1,
10725,غارنيه سيروم واقي شمسي 30 مل,other,,low,other,1,
10730,غارنييه سيروم فيتامين سي للتفتيح السريع 15 مل,other,,low,other,1,
13218,كيس بيوتي قناع للوجه  20 جم,other,,low,other,1,
17812,اريال كبسولات جميع الملابس 10×21.1 جم,other,,low,other,1,
19583,سيرافي لوشن مرطب البشرة الجافة إلى الجافة جداً ،236 مل l,other,,low,other,1,
23249,Beauty Case Strawberry Face Mask - 20g,other,,low,non_food|other,2,
23727,قارنيه سیروم غسول فيتامين سي 100مل,other,,low,other,1,
24560,فيرزاسكا منعم ملابس نسيم الربيع 1.5لتر,other,,low,other,1,rice_centric
24832,بونتا تونة ساندوتش 80 جم,other,,low,frequent_purchase|other|top_seller,3,
16006,هوبي جل استحمام فريش كير فواكة منعشة,other,,low,other,1,
3628,Bonux 3in1 Green Automatic Washing Powder 9kg,other,,low,other,1,
21833,Haya Transparent Oil,other,,low,other,1,
27168,اي سي ام روزا كالم كريم مهدئ ومرطب مضاد للإحمرار البشرة الحساسة - 40 مل,other,,low,other,1,
5037,اصايل دجاج مسلوخ بدون جلد,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
11269,فلكس شراب زيرو كوكتيل  200مل (حبة 27),other,,low,other,1,
17127,KDD Banana Milk,dairy,dairy_products,critical,baking|cereals|chocolate_biscuit_dessert|chocolate_dessert|cooking|dairy|dairy_products|desserts|dish|drinks|ingredient|milk|milkshakes|qeu_category|ramadan|saleeg|saudi|saudi_specialties|saudi_staples,19,milk_dairy
5652,الحياة الطبيعية  ملح بحري طبيعي 1ك,spices,seasonings,critical,all_recipes|frequent_purchase|ingredient|ramadan|saudi_staples|seasonings|spices,7,
11500,حدائق سلمى خل ابيض 500 جرام,protein,eggs,critical,baking|breakfast|condiments|cooking|custards|desserts|dressings|eggs|ingredient|marinades|omelets|pickles|protein|ramadan|salad|sauces|saudi_staples|soups,18,
14115,حليب ملك فارم 1800 جرام,dairy,dairy_products,critical,baking|cereals|chocolate_dessert|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples,13,milk_dairy
21494,لبن الصافي كامل الدسم 1.5 لتر,saudi_specialties,laban,critical,dish|laban|ramadan|saudi|saudi_specialties,5,milk_dairy
22157,امريكانا برجر بقري كلاسيك 1000جم,other,,low,other,1,
22555,سويتي شوكولاتة بالبندق 350 جرام,saudi_specialties,laban,critical,baking|chocolate_bars|chocolate_biscuit_dessert|confectionery|desserts|dish|drinks|ingredient|laban|ramadan|saudi|saudi_specialties|snacks,13,milk_dairy
24316,غوار الزعيم كنافة 500 جم,other,,low,other,1,
1827,امادة مود عائلي 135جم,other,,low,other,1,
13290,لابيلو مرطب شفاة لمعان أحمر كرز ترطيب لمدة 24 ساعة - 4.8 جرام,other,,low,other,1,rice_centric
19620,L'Oreal Paris Revitalift Dream Long-Lasting Anti-Wrinkle Serum,other,,low,other,1,
19946,فيليدا اسفنج جليتزي,other,,low,other,1,
24719,Mr. Bite Streak Hazelnut 40g,other,,low,other,1,
2032,هرفي برجر الدجاج بالبقسماط 672 جم,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
3649,العلالي صلصة المكرونة علي الطريقة الايطالية 320 جم,grains,pasta,high,grains|ingredient|lasagna|macaroni|pasta|pasta_salad|pasta_sauce|penne|ramadan|spaghetti,10,
16716,يومي لفائف التورتيلا,other,,low,other,1,
17640,Luna Red Beans 380g,legumes,beans,very_high,bean_salads|beans|fasolia|ingredient|kidney_beans|legumes|lobiya|qeu_category|ramadan|soups|stews,11,
18458,Baider Whole Chickpeas - 570g,legumes,chickpeas,very_high,chickpea_curry|chickpeas|falafel|fatayer|fattet_hummus|harira|hummus|ingredient|legumes|pea_salad|pea_soup|peas|qeu_category|ramadan|rice_dishes|salads|saudi_staples|stews,18,
21588,Esnad Soup Spices (Abazeer) - 150g,spices,matazeez,critical,dish|matazeez|qeu_category|quaker_soup|ramadan|samboosa|saudi|saudi_specialties|spices,9,
20511,الصافي زبادي طازج كامل الدسم,dairy,dairy_products,critical,dairy|dairy_products|desserts|dips|drinks|ingredient|laban|labneh|marinades|ramadan|salads|sauces|saudi_staples|smoothies|soups,15,
24382,كوروشي جبنة بطعم كريمي 500جم,dairy,cheese,very_high,appetizers|baking|cheese|dairy|desserts|ingredient|pasta|pizza|ramadan|salads|samboosa_cheese|sandwiches|saudi_staples,13,cheese
26260,سيارا توفير ستربس الدجاج الحار 1 كجم,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
4831,ارقى فول مدمس 400جم,other,,low,other,1,
7061,Pamela Hot Sauce - 473ml,other,,low,other,1,
8685,زادنا شاي ماتشا عضوي 50 جرام,beverages,tea,critical,beverages|herbal_tea|hot_tea|iced_tea|ingredient|milk_tea|mint_tea|ramadan|saudi_staples|saudi_tea|tea,11,
17861,Frashko Squeeze Ketchup,other,,low,other,1,
20360,فرشلي شرائح المانجو بالشراب 425جم,fruits,tropical_fruits,medium,desserts|fresh_mango|fruits|ingredient|mango_juice|mango_smoothie|tropical_fruits,7,
24728,أرياف اكياس نفايات 10جالون 2*1,other,,low,other,1,
24734,أرياف اكياس نفايات رول 50جالون 3+1,other,,low,other,1,
27399,ليز تغميسة بالبصل 425جم,vegetables,allium,critical,allium|fried_onions|ingredient|jareesh|kabsa|matazeez|meat_dishes|ramadan|rice_dishes|salads|sauces|saudi_staples|soups|stews|vegetables,15,
813,Beidar Pure Honey,baking,sweeteners,very_high,baking|desserts|drinks|honey|ingredient|marinades|qeu_category|ramadan|saudi_staples|sweeteners|tea,11,
8197,HOTO Wall Charger - 20W - Black,other,,low,other,1,
8926,"Luxury fabric-wrapped cable for iPhone, 1.2 meters in length.",other,,low,other,1,
10011,سين واكس بيري مجمد 330 جرام,other,,low,other,1,
16062,Hoto 38W Car Charger,other,,low,other,1,
24241,Arielac Cereal with Honey & Semolina 200g,grains,flour,critical,baking|batter|bread|breads|cakes|coating|desserts|drinks|flour|grains|halwa|honey|ingredient|kunafa_base|marinades|pastries|qeu_category|ramadan|samboosa_dough|sauces|saudi_staples|semolina|sweeteners|tea|wheat,25,
24244,"Arielac Cereal with Milk, Rice & Vegetables 200g",grains,rice,critical,baking|biryani|cereals|chocolate_biscuit_dessert|chocolate_dessert|cooking|dairy|dairy_products|desserts|dish|drinks|fried_rice|grains|ingredient|jareesh|kabsa|machboos|mandi|maqluba|milk|milkshakes|qeu_category|quzi|ramadan|rice|rice_salad|saleeg|saudi|saudi_specialties|saudi_staples|stuffed_peppers|vegetables,32,rice_centric
24245,"Arielac Cereal with Milk, Rice & Banana 200g",grains,rice,critical,baking|biryani|cereals|chocolate_biscuit_dessert|chocolate_dessert|cooking|dairy|dairy_products|desserts|dish|drinks|fried_rice|grains|ingredient|jareesh|kabsa|machboos|mandi|maqluba|milk|milkshakes|qeu_category|quzi|ramadan|rice|rice_salad|saleeg|saudi|saudi_specialties|saudi_staples|stuffed_peppers,31,rice_centric
11222,فريدة معطر جو 460مل خوخ,other,,low,other,1,
5399,البطل تيكيتا شبس بالفلفل و الليمون 65جم,fruits,citrus,high,citrus|desserts|drinks|fajitas|fruits|grilled_peppers|ingredient|marinades|nightshades|ramadan|rice_dishes|salad_dressings|salads|sauces|soups|stuffed_peppers|vegetables,17,
22113,Al Batal Potato Chips Ketchup Flavor - 110g,vegetables,tubers,very_high,chips|fried_potatoes|ingredient|kabsa|maqluba|moussaka|party_snacks|qeu_category|ramadan|roasted_vegetables|salads|saudi_staples|snacks|soups|tubers|vegetables,16,chips_snacks
24615,التنمية صدور دجاج متبل تندوري 400 جم,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
27172,طيبة برجر دجاج 1344 جم 24 قطعة,protein,poultry,very_high,biryani|chicken_soup|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|quaker_soup|ramadan|roasted_chicken|samboosa|saudi_staples|shawarma|shish_tawook,15,
18175,فرسانا موزريلا مبشورة 200 جم,fruits,tropical_fruits,high,breakfast|cakes|fruit_salads|fruits|ingredient|smoothies|snacks|tropical_fruits,8,
1540,جاردن  اوليان الصابون البلدي المغربي بزيت الارجان 500 جرام,other,,low,other,1,
6590,جولف ميد صحون بلاستيك 1 مربع 50حبة,other,,low,other,1,
8511,ريتكو ملاعق بلاستيك شفاف كبيرة 50 حبة,other,,low,frequent_purchase|other,2,
16857,مينتوس  لبان بيورفرش بطيخ 17.50 جم,fruits,fruits,medium,fresh_watermelon|fruit_salad|fruits|ingredient|snacks|watermelon_juice,6,
17882,نعمة شابورة اصابع نخالة 300جم,other,,low,other,1,
19728,دانيت حلى كوكيز الصافي 75جم,other,,low,other,1,
20571,دانيت حلى فانيلا الصافي 75جم,other,,low,other,1,
21648,Al-Jailani Divided Plastic Plates (No. 22) - Pack,other,,low,other,1,
22166,Nova Cool Mint Chewing Gum Pellets,herbs,fresh_herbs,critical,desserts|dips|dish|drinks|fresh_herbs|herbs|ingredient|jallab|laban|mint|qeu_category|ramadan|salads|sauces|saudi|saudi_specialties|tea,17,
27582,مزيل عرق بيرل آند بيوتي للنساء من نيفيا 50 مل,other,,low,other,1,
2384,Tide Power Gel Morning Fresh - 2.8L,other,,low,other,1,
5199,اكوافيرا سائل غسيل اليدين بالليمون 500 مل,fruits,citrus,high,citrus|desserts|drinks|fruits|ingredient|marinades|ramadan|rice_dishes|salad_dressings|sauces|soups,11,
10105,اكوافيرا سائل غسيل اليدين ناعم مرجان 500 مل,other,,low,other,1,
12468,كرات الذرة المغطاة بالكاكاو كوكو بوبس من يولوز، 250 جم,nuts,nuts,very_high,baking|baking_ingredients|cakes|chocolate_biscuit_dessert|chocolate_dishes|corn_dishes|corn_salad|corn_soup|desserts|drinks|garnishes|grains_vegetables|ingredient|kabsa|nuts|ramadan|rice_dishes|saudi_staples|snacks|sweet_corn|vegetables,21,
2056,Rabea Tea - Extra Strong Loose Black Tea - 100 Tea Bags,beverages,tea,critical,beverages|herbal_tea|hot_tea|iced_tea|ingredient|milk_tea|mint_tea|qeu_category|ramadan|saudi_staples|saudi_tea|tea,12,
11715,First Care - Sulfur Soap - 100g,other,,low,non_food|other,2,
23295,Vo Caramel Flavor,other,,low,other,1,
1901,كرنل ارز بسمتي ابيض جرين فارمز 5 كيلو,protein,eggs,critical,baking|breakfast|cooking|custards|desserts|eggs|ingredient|omelets|protein|ramadan|sauces|saudi_staples|soups,13,rice_centric
2700,Sunflower Oil,oils,cooking_oils,critical,baking|cooking|cooking_oils|dressings|frying|ingredient|oils|ramadan|sauces|saudi_staples,10,
9144,سكالا كريم معالج للشعر إكسبرت رايز دو مورو 1000-غرام,other,,low,other,1,
20393,بانتين شامبو لتساقط الشعر 375مل,fruits,dried_fruits,low,desserts|dried_figs|dried_fruits|fig_jam|fruits|ingredient|snacks,7,
1992,اكتيفيا زبادي كامل 150 جرام,dairy,dairy_products,critical,dairy|dairy_products|desserts|dips|drinks|ingredient|laban|labneh|marinades|ramadan|salads|sauces|saudi_staples|smoothies|soups,15,
6097,Green Plains Ground Black Pepper - 90g,spices,ground_spices,critical,ground_spices|ingredient|marinades|meat_dishes|pepper|qeu_category|ramadan|rice_dishes|sauces|saudi_staples|soups|spices|stews|vegetables,14,
14416,Mathaq Matbakhi Black Seed (Habbat Al Barakah) - 150g,other,,low,other,1,
16256,Helan Ground Cardamom 90g,spices,warm_spices,critical,cardamom|chai|coffee|desserts|dish|drinks|ingredient|jareesh|kabsa|qeu_category|ramadan|rice_dishes|saleeg|saudi|saudi_coffee|saudi_specialties|saudi_staples|spices|warm_spices,19,
20431,سنابل الكرم كركم مطحون 230جم,spices,ground_spices,high,curries|golden_milk|ground_spices|ingredient|kabsa|marinades|ramadan|rice_dishes|soups|spices|stews,11,
20435,Sparky 3-in-1 Multi-Charging Cable,other,,low,other,1,
23165,كاس سلك غسيل صحون 9 حبة,other,,low,frequent_purchase|other,2,
16942,تودي لوح شوكولاتة حليب باللوز بدون سكر مضاف 60جم,dairy,dairy_products,critical,baking|cakes|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|drinks|garnishes|ingredient|kabsa|milkshakes|nuts|ramadan|rice_dishes|saleeg|saudi_staples|snacks,22,milk_dairy
17107,تودي لوح شوكولاتة بالحليب والبندق بدون سكر مضاف 60جم,saudi_specialties,laban,critical,baking|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|dish|drinks|ingredient|laban|milkshakes|ramadan|saleeg|saudi|saudi_specialties|saudi_staples|snacks,21,milk_dairy
18847,تودي لوح شوكولاتة بالحليب كلاسيك بدون سكر مضاف 60جم,dairy,dairy_products,critical,baking|cereals|chocolate_bars|chocolate_biscuit_dessert|chocolate_dessert|confectionery|cooking|dairy|dairy_products|desserts|drinks|ingredient|milkshakes|ramadan|saleeg|saudi_staples|snacks,17,milk_dairy
24713,Torin Classic Red Chocolate 100g,snacks,confectionery,high,baking|chocolate|chocolate_bars|chocolate_biscuit_dessert|confectionery|desserts|drinks|ingredient|qeu_category|ramadan|snacks,11,
4022,Professional Chicken Nuggets 1000g,protein,poultry,critical,biryani|chicken|chicken_soup|dish|grilled_chicken|ingredient|kabsa|machboos|poultry|protein|qeu_category|quaker_soup|ramadan|roasted_chicken|samboosa|saudi|saudi_specialties|saudi_staples|shawarma|shish_tawook,20,
5303,الأسرة - سكر خشن قطمه 10 كيلو,other,,low,other,1,
16989,Al‑Taye Milk Powder 2500g,dairy,dairy_products,critical,baking|cereals|chocolate_biscuit_dessert|chocolate_dessert|cooking|dairy|dairy_products|desserts|dish|drinks|ingredient|milk|milkshakes|qeu_category|ramadan|saleeg|saudi|saudi_specialties|saudi_staples,19,milk_dairy
593,Ranch Sauce 290g,other,,low,other,1,
6085,Green Plains Garam Masala Spices - 75g,spices,matazeez,critical,dish|matazeez|qeu_category|quaker_soup|ramadan|samboosa|saudi|saudi_specialties|spices,9,
10079,Turmeric Powder 100g (Bag),spices,ground_spices,critical,curries|golden_milk|ground_spices|ingredient|kabsa|marinades|qeu_category|ramadan|rice_dishes|soups|spices|stews|turmeric,13,
11690,Verdi - See You Hair Mist - 100ml,other,,low,other,1,
11775,Victoria - Small Whole Chickpeas - 370g,legumes,chickpeas,very_high,chickpea_curry|chickpeas|falafel|fatayer|fattet_hummus|harira|hummus|ingredient|legumes|pea_salad|pea_soup|peas|qeu_category|ramadan|rice_dishes|salads|saudi_staples|stews,18,
12037,Goody - Sliced Green Olives - 240g,other,,low,other,1,
