product_a,product_b,pair_count,score
17455,20751,7,0.44
2867,27267,7,0.44
1846,5746,7,0.44
3936,5688,7,0.44
3430,12758,7,0.44
9743,20882,7,0.44
17149,23704,7,0.44
5773,18295,7,0.44
17299,21374,7,0.44
21374,22295,7,0.44
10146,22810,7,0.44
60,11431,7,0.44
20882,28138,7,0.44
1788,20429,7,0.44
3770,17233,7,0.44
11431,17074,7,0.44
1153,19590,7,0.44
4062,22810,7,0.44
1765,4424,7,0.44
1765,4564,7,0.44
1765,4852,7,0.44
4502,28497,7,0.44
15289,18389,7,0.44
20337,29581,7,0.44
23291,28138,7,0.44
3223,23992,7,0.44
1788,3389,7,0.44
60,2868,7,0.44
1439,20051,7,0.44
4803,28138,7,0.44
7000,20764,7,0.44
4564,28932,7,0.44
18090,20051,7,0.44
4362,28518,7,0.44
12862,28518,7,0.44
25498,25499,7,0.44
60,17074,7,0.44
17032,29289,7,0.44
3389,5782,7,0.44
12758,28518,7,0.44
2693,3946,7,0.44
3131,3223,7,0.44
6003,20812,7,0.44
20546,28518,7,0.44
26261,28518,7,0.44
4852,14216,7,0.44
5746,25764,7,0.44
16179,20337,7,0.44
1627,20620,7,0.44
1627,21309,7,0.44
1627,28497,7,0.44
4502,15289,7,0.44
4502,18389,7,0.44
1788,3643,7,0.44
4502,20620,7,0.44
4363,28518,7,0.44
23483,25989,7,0.44
1765,5790,7,0.44
5786,17460,7,0.44
15508,17299,7,0.44
15508,22295,7,0.44
5670,22442,7,0.44
3474,5790,7,0.44
3643,23044,7,0.44
3936,27934,7,0.44
22245,26593,7,0.44
5746,18565,7,0.44
17299,28823,7,0.44
22295,28823,7,0.44
15289,20620,7,0.44
15289,21309,7,0.44
18389,20620,7,0.44
18389,21309,7,0.44
20620,21309,7,0.44
20620,28497,7,0.44
1765,29602,7,0.44
2017,13195,7,0.44
2169,20853,7,0.44
6710,20853,7,0.44
1860,20051,7,0.44
3389,24057,7,0.44
2068,3223,7,0.44
1841,28275,7,0.44
5670,11245,7,0.44
24253,25560,7,0.44
1439,1868,7,0.44
22295,28785,7,0.44
3,2291,7,0.44
21309,28497,7,0.44
21309,25560,7,0.44
10954,28138,7,0.44
2697,6003,7,0.44
51,4502,7,0.44
2697,24910,7,0.44
5746,9278,7,0.44
4564,12618,7,0.44
3389,20812,7,0.44
18295,22103,7,0.44
2169,6710,7,0.44
3223,19534,7,0.44
2868,6959,7,0.44
1627,4502,7,0.44
1627,15289,7,0.44
1627,18389,7,0.44
5701,18565,7,0.44
333,3355,7,0.44
3430,14216,7,0.44
9743,28497,7,0.44
5702,5756,7,0.44
4984,27934,7,0.44
19590,21309,7,0.44
9743,20812,7,0.44
17299,28785,7,0.44
3127,16393,7,0.44
51,10546,7,0.44
3946,24258,7,0.44
3668,10146,7,0.44
16636,17460,7,0.44
4019,4564,7,0.44
51,5768,7,0.44
5037,10146,7,0.44
10546,18565,7,0.44
16991,19590,7,0.44
20109,22810,7,0.44
22810,24437,7,0.44
1949,17299,7,0.44
1949,22295,7,0.44
8583,28518,7,0.44
1810,16393,6,0.38
20498,28497,6,0.38
51,21793,6,0.38
18565,19460,6,0.38
6469,18565,6,0.38
3668,5673,6,0.38
11498,22295,6,0.38
11498,17299,6,0.38
1948,24832,6,0.38
22514,22525,6,0.38
4564,26183,6,0.38
2291,28275,6,0.38
3357,28138,6,0.38
10146,28933,6,0.38
1378,3936,6,0.38
3330,5673,6,0.38
1810,4564,6,0.38
3355,6560,6,0.38
17817,20337,6,0.38
19747,28275,6,0.38
1860,5746,6,0.38
1765,3451,6,0.38
3451,7000,6,0.38
51,18046,6,0.38
51,24253,6,0.38
1765,22442,6,0.38
2868,8345,6,0.38
5670,20812,6,0.38
5746,22810,6,0.38
4549,4817,6,0.38
1849,2697,6,0.38
10084,22295,6,0.38
2017,19590,6,0.38
333,5746,6,0.38
1868,17817,6,0.38
57,751,6,0.38
1788,5676,6,0.38
19590,20834,6,0.38
1097,20337,6,0.38
14949,20337,6,0.38
23441,26593,6,0.38
23441,26594,6,0.38
9743,16869,6,0.38
3223,19336,6,0.38
2562,26404,6,0.38
3471,27267,6,0.38
1439,17817,6,0.38
20468,28138,6,0.38
21309,23044,6,0.38
958,2849,6,0.38
958,15582,6,0.38
19590,22109,6,0.38
2586,2849,6,0.38
2586,15582,6,0.38
5807,29289,6,0.38
2585,15582,6,0.38
2585,24851,6,0.38
51,5697,6,0.38
123,28138,6,0.38
4817,5673,6,0.38
11431,15701,6,0.38
2291,25560,6,0.38
3770,18839,6,0.38
13108,18839,6,0.38
3430,12725,6,0.38
51,1597,6,0.38
333,9743,6,0.38
11433,20307,6,0.38
2291,14645,6,0.38
1905,2068,6,0.38
5790,18963,6,0.38
18963,26593,6,0.38
18963,26594,6,0.38
1860,25989,6,0.38
1788,19336,6,0.38
2865,20764,6,0.38
19590,22245,6,0.38
12725,17299,6,0.38
12725,22295,6,0.38
12725,26593,6,0.38
3355,18963,6,0.38
4611,5768,6,0.38
17050,29415,6,0.38
1765,5782,6,0.38
26594,28275,6,0.38
1860,11428,6,0.38
1824,5790,6,0.38
15582,24851,6,0.38
22547,24851,6,0.38
19991,28823,6,0.38
13108,23044,6,0.38
3770,18090,6,0.38
13108,18090,6,0.38
10746,11428,6,0.38
3451,5746,6,0.38
2135,28138,6,0.38
2868,20534,6,0.38
7889,28518,6,0.38
5670,6963,6,0.38
6960,20337,6,0.38
10008,10011,6,0.38
13108,19534,6,0.38
15971,20429,6,0.38
20429,20461,6,0.38
10146,10746,6,0.38
178,27267,6,0.38
2867,22693,6,0.38
11022,12966,6,0.38
12862,12966,6,0.38
12862,26261,6,0.38
12966,26261,6,0.38
831,28138,6,0.38
4564,17460,6,0.38
12966,28518,6,0.38
3389,4549,6,0.38
22606,26593,6,0.38
3936,4362,6,0.38
3936,12966,6,0.38
4362,11022,6,0.38
4362,12862,6,0.38
4362,12966,6,0.38
3355,5773,6,0.38
3131,25560,6,0.38
5302,28497,6,0.38
5193,5688,6,0.38
5041,25560,6,0.38
3273,15467,6,0.38
3223,5676,6,0.38
2692,5746,6,0.38
2868,3451,6,0.38
21374,28518,6,0.38
2697,27267,6,0.38
2501,28138,6,0.38
4362,26261,6,0.38
4363,11022,6,0.38
4363,12862,6,0.38
4363,12966,6,0.38
4363,26261,6,0.38
11022,12862,6,0.38
8494,15582,6,0.38
8494,24851,6,0.38
15582,22547,6,0.38
2868,22606,6,0.38
813,4674,6,0.38
813,4675,6,0.38
16393,20337,6,0.38
958,24851,6,0.38
2585,2849,6,0.38
1949,3223,6,0.38
1949,4564,6,0.38
1949,5299,6,0.38
3389,16636,6,0.38
1949,16991,6,0.38
13108,17233,6,0.38
1378,4817,6,0.38
1765,6648,6,0.38
5671,25560,6,0.38
5037,22810,6,0.38
20307,20383,6,0.38
17149,22606,6,0.38
22606,23712,6,0.38
10502,20307,6,0.38
4852,17074,6,0.38
3223,21710,6,0.38
18295,28275,6,0.38
5702,5746,6,0.38
2586,24851,6,0.38
2849,8494,6,0.38
2849,15582,6,0.38
2849,22547,6,0.38
2849,24851,6,0.38
1852,4455,6,0.38
1812,20337,6,0.38
20911,28275,6,0.38
1439,22107,6,0.38
16636,20051,6,0.38
3389,5790,6,0.38
16185,17149,6,0.38
16185,22606,6,0.38
16185,23712,6,0.38
2551,3185,6,0.38
1825,28518,6,0.38
7666,28518,6,0.38
751,5688,6,0.38
4139,28138,6,0.38
2697,20109,6,0.38
51,19534,6,0.38
20337,27934,6,0.38
1378,25489,6,0.38
1949,19025,6,0.38
1949,20640,6,0.38
1949,28518,6,0.38
1949,29095,6,0.38
27747,28138,6,0.38
5773,18565,6,0.38
20109,20383,6,0.38
4549,23976,6,0.38
3223,5317,6,0.38
1439,29289,6,0.38
16183,17149,6,0.38
16183,22606,6,0.38
16183,23712,6,0.38
2291,4549,6,0.38
813,5801,6,0.38
813,9846,6,0.38
813,17278,6,0.38
8666,29289,6,0.38
8666,29602,6,0.38
16393,29602,6,0.38
20550,28138,6,0.38
14216,16869,6,0.38
14216,28576,6,0.38
14632,17299,6,0.38
20004,28518,6,0.38
51,4139,6,0.38
731,23972,6,0.38
23704,23712,6,0.38
5688,20882,6,0.38
20109,28138,6,0.38
12782,28518,6,0.38
1849,24057,6,0.38
3021,4062,6,0.38
5701,18111,6,0.38
5698,20764,6,0.38
23245,28138,6,0.38
19568,25560,6,0.38
4062,21451,6,0.38
10146,20815,6,0.38
28139,29210,6,0.38
5786,14831,6,0.38
17582,20051,6,0.38
3223,6617,6,0.38
1400,24057,6,0.38
3223,16900,6,0.38
2116,3223,6,0.38
1949,4852,6,0.38
10146,18763,6,0.38
49,25560,6,0.38
3770,19848,6,0.38
4630,17460,6,0.38
20307,28932,6,0.38
3946,5756,6,0.38
5677,6003,6,0.38
25560,25987,6,0.38
5782,12758,6,0.38
23245,25560,6,0.38
3643,5782,6,0.38
5746,25989,6,0.38
3286,25560,6,0.38
10746,29095,6,0.38
3430,24910,6,0.38
21374,22606,6,0.38
5670,18295,6,0.38
3223,4998,6,0.38
3658,13108,6,0.38
2699,5790,6,0.38
20744,26064,6,0.38
20744,26216,6,0.38
20744,26217,6,0.38
26064,26216,6,0.38
26593,28139,6,0.38
3422,17299,6,0.38
3422,22295,6,0.38
20812,21931,6,0.38
10746,18601,6,0.38
18963,24057,6,0.38
24057,28932,6,0.38
1946,6617,6,0.38
4564,17050,6,0.38
5790,11433,6,0.38
5671,28518,6,0.38
19873,25560,6,0.38
4564,6060,6,0.38
4564,12782,6,0.38
4564,23242,6,0.38
1738,5782,6,0.38
6015,6060,6,0.38
6015,8852,6,0.38
6015,12782,6,0.38
6015,23242,6,0.38
17074,19590,6,0.38
15582,20882,6,0.38
14632,22295,6,0.38
6060,24057,6,0.38
8852,12782,6,0.38
12782,23242,6,0.38
12782,24057,6,0.38
2136,10746,6,0.38
12868,24392,6,0.38
26064,26217,6,0.38
26216,26217,6,0.38
473,6963,6,0.38
1852,25560,6,0.38
3191,20337,6,0.38
14629,14630,6,0.38
473,3430,6,0.38
2943,3223,6,0.38
2868,20051,6,0.38
3451,6617,6,0.38
10422,19590,6,0.38
1794,19590,6,0.38
3709,13108,6,0.38
4365,13806,6,0.38
3354,4564,6,0.38
20812,22693,6,0.38
5727,20764,6,0.38
5670,5727,6,0.38
16733,28518,6,0.38
5193,5691,6,0.38
5041,10746,6,0.38
11428,19415,6,0.38
23251,28518,6,0.38
6015,24057,6,0.38
6060,12782,6,0.38
6060,23242,6,0.38
2868,26064,6,0.38
3223,26064,6,0.38
3191,28138,6,0.38
2263,5746,6,0.38
9575,16733,6,0.38
5772,5773,6,0.38
5783,26593,6,0.38
21135,26593,6,0.38
10146,25599,6,0.38
17032,25599,6,0.38
10502,28786,6,0.38
21948,25560,6,0.38
10146,15689,6,0.38
5697,20764,6,0.38
5135,8852,6,0.38
3223,17455,6,0.38
44,10502,6,0.38
3667,10502,6,0.38
3667,28518,6,0.38
3355,5652,6,0.38
3355,18739,6,0.38
13850,26594,6,0.38
1847,5756,6,0.38
19785,27267,6,0.38
1738,19590,6,0.38
4062,5701,6,0.38
26480,29101,6,0.38
57,28518,6,0.38
5746,24253,6,0.38
21738,22295,6,0.38
5301,28138,6,0.38
3709,3770,6,0.38
5042,22295,6,0.38
20307,25157,6,0.38
4564,16393,6,0.38
4249,4564,6,0.38
9229,9234,6,0.38
17299,20098,6,0.38
20098,22295,6,0.38
20098,28138,6,0.38
178,17945,6,0.38
3127,19289,6,0.38
13850,26593,6,0.38
13195,21948,6,0.38
13195,27538,6,0.38
21948,27538,6,0.38
44,2017,6,0.38
44,4658,6,0.38
5652,18739,6,0.38
5652,20560,6,0.38
5652,24057,6,0.38
5652,26480,6,0.38
5652,29101,6,0.38
18739,20560,6,0.38
2017,27538,6,0.38
4658,10502,6,0.38
4658,13195,6,0.38
815,3729,6,0.38
815,6538,6,0.38
5790,13195,6,0.38
5299,17299,6,0.38
5299,22295,6,0.38
1765,29251,6,0.38
5042,17299,6,0.38
19590,22252,6,0.38
18739,26480,6,0.38
18739,29101,6,0.38
20560,24057,6,0.38
20560,26480,6,0.38
20560,29101,6,0.38
23992,25560,6,0.38
1946,10175,6,0.38
5299,19590,6,0.38
4281,22708,6,0.38
11204,22295,6,0.38
2006,21059,6,0.38
2006,25621,6,0.38
3474,18601,6,0.38
3355,20560,6,0.38
3355,29101,6,0.38
139,2263,6,0.38
27413,27415,6,0.38
826,2006,6,0.38
2006,11134,6,0.38
2006,20526,6,0.38
5688,28139,6,0.38
5670,12725,6,0.38
14033,23291,6,0.38
1846,20307,6,0.38
1868,17259,6,0.38
4658,21948,6,0.38
4658,27538,6,0.38
10502,13195,6,0.38
10502,21948,6,0.38
10502,27538,6,0.38
17299,21738,6,0.38
21451,29602,6,0.38
44,13195,6,0.38
44,21948,6,0.38
8285,17299,6,0.38
8285,22295,6,0.38
44,27538,6,0.38
2017,4658,6,0.38
3643,20815,6,0.38
17457,20744,6,0.38
10175,20307,6,0.38
5702,28138,6,0.38
18045,19848,6,0.38
28576,28652,6,0.38
1946,14033,6,0.38
14033,20812,6,0.38
2551,5756,6,0.38
1860,2551,6,0.38
3667,4455,6,0.38
5670,23992,6,0.38
8583,20337,6,0.38
11204,17299,6,0.38
5302,16984,6,0.38
5302,17945,6,0.38
5302,20744,6,0.38
5302,26216,6,0.38
5302,26217,6,0.38
16984,17945,6,0.38
16984,20744,6,0.38
16984,26064,6,0.38
16984,26216,6,0.38
16984,26217,6,0.38
4062,20109,6,0.38
49,5652,6,0.38
8730,19590,6,0.38
11433,12307,6,0.38
49,18739,6,0.38
49,20560,6,0.38
49,24057,6,0.38
49,26480,6,0.38
49,29101,6,0.38
4549,22307,6,0.38
18565,28576,6,0.38
5703,17299,6,0.38
5703,18111,6,0.38
7500,20812,6,0.38
19415,20337,6,0.38
2591,12758,6,0.38
5790,18295,6,0.38
3302,5302,6,0.38
333,8852,6,0.38
5746,19991,6,0.38
5670,29090,6,0.38
9743,10709,6,0.38
3422,5302,6,0.38
4062,5302,6,0.38
51,19218,6,0.38
5703,22295,6,0.38
4611,6003,6,0.38
1847,5782,6,0.38
1847,20882,6,0.38
3667,8852,6,0.38
2219,6199,6,0.38
4138,6199,6,0.38
49,3355,6,0.38
2699,27718,6,0.38
5193,5781,6,0.38
4564,17267,6,0.38
1868,3127,6,0.38
17457,26216,6,0.38
17457,26217,6,0.38
17945,20744,6,0.38
17945,26216,6,0.38
17945,26217,6,0.38
1812,3302,6,0.38
1812,5302,6,0.38
1812,16984,6,0.38
1812,17457,6,0.38
1812,20744,6,0.38
1812,26216,6,0.38
1812,26217,6,0.38
6199,11087,6,0.38
6199,18090,6,0.38
6538,28497,6,0.38
1765,3934,6,0.38
1765,4020,6,0.38
1765,18298,6,0.38
1765,20357,6,0.38
1765,20911,6,0.38
1765,22123,6,0.38
19568,24057,6,0.38
5772,19415,6,0.38
3300,5670,6,0.38
15665,18565,6,0.38
11245,28275,6,0.38
2699,5652,6,0.38
2699,11464,6,0.38
5786,26064,6,0.38
1810,28518,6,0.38
4564,29090,6,0.38
11464,27718,6,0.38
13108,27718,6,0.38
15467,18565,6,0.38
1946,4455,6,0.38
21931,28275,6,0.38
2126,5790,6,0.38
333,5782,6,0.38
1824,28518,6,0.38
4852,12618,6,0.38
3770,5320,6,0.38
5320,13108,6,0.38
22307,29109,6,0.38
4138,18090,6,0.38
17511,22568,6,0.38
17511,27267,6,0.38
11428,24910,6,0.38
6199,24258,6,0.38
4549,10546,6,0.38
1852,3451,6,0.38
4020,22123,6,0.38
20357,25560,6,0.38
3770,5652,6,0.38
3770,27718,6,0.38
4852,5652,6,0.38
4852,27718,6,0.38
5652,13108,6,0.38
5652,27718,6,0.38
4622,20307,6,0.38
5670,5671,6,0.38
3223,3272,6,0.38
6993,28138,6,0.38
2693,19460,6,0.38
6163,8501,6,0.38
2697,20307,6,0.38
4611,27267,6,0.38
6469,24832,6,0.38
18163,20307,6,0.38
19415,28518,6,0.38
4852,6617,6,0.38
26183,28138,6,0.38
5738,5739,6,0.38
3770,5807,6,0.38
7500,29251,6,0.38
51,6538,6,0.38
5756,23018,6,0.38
3223,18693,6,0.38
1847,4455,6,0.38
20812,28518,6,0.38
1860,17460,6,0.38
3302,16984,6,0.38
3302,17457,6,0.38
4735,10146,6,0.38
20357,28138,6,0.38
5697,13108,6,0.38
2263,9539,6,0.38
10746,26404,6,0.38
4611,5746,6,0.38
4611,5786,6,0.38
4424,18298,6,0.38
4424,20357,6,0.38
4424,20911,6,0.38
1868,21710,6,0.38
22208,28138,6,0.38
1868,27360,6,0.38
1868,29110,6,0.38
5629,10114,6,0.38
5629,21651,6,0.38
5629,21710,6,0.38
5629,26480,6,0.38
5629,27360,6,0.38
1538,10146,6,0.38
18389,28576,6,0.38
277,20882,6,0.38
5708,23291,6,0.38
5629,29110,6,0.38
10114,21651,6,0.38
10114,21710,6,0.38
21651,26480,6,0.38
21651,27360,6,0.38
23368,28138,6,0.38
21651,29110,6,0.38
21710,27360,6,0.38
21710,29110,6,0.38
26480,29110,6,0.38
27360,29110,6,0.38
3223,22307,6,0.38
1868,5629,6,0.38
1868,10114,6,0.38
1868,21651,6,0.38
1814,18963,6,0.38
9229,28497,6,0.38
5772,10746,6,0.38
20307,29217,6,0.38
6163,24031,6,0.38
1378,8501,6,0.38
8501,14670,6,0.38
8501,16804,6,0.38
8501,24031,6,0.38
8501,27415,6,0.38
4020,4424,6,0.38
4020,10746,6,0.38
2116,17299,6,0.38
2116,22295,6,0.38
3451,3946,6,0.38
19590,22303,6,0.38
5182,28138,6,0.38
3963,25560,6,0.38
3963,28138,6,0.38
21651,21710,6,0.38
2117,21734,6,0.38
2117,22120,6,0.38
2117,25498,6,0.38
2117,25499,6,0.38
5790,17232,6,0.38
5790,22120,6,0.38
5746,18295,6,0.38
12758,20307,6,0.38
9232,9236,6,0.38
9232,24832,6,0.38
9232,27267,6,0.38
17299,22107,6,0.38
22107,22295,6,0.38
4574,5986,6,0.38
139,20882,6,0.38
5688,20307,6,0.38
26331,28138,6,0.38
19785,25560,6,0.38
19785,28138,6,0.38
1849,5688,6,0.38
2371,3936,6,0.38
19590,22606,6,0.38
19590,24488,6,0.38
10114,29110,6,0.38
3302,17945,6,0.38
3302,20744,6,0.38
3302,26064,6,0.38
3302,26216,6,0.38
3302,26217,6,0.38
2117,17232,6,0.38
20764,28576,6,0.38
21466,25560,6,0.38
7000,25560,6,0.38
8852,18963,6,0.38
2121,5790,6,0.38
5697,20307,6,0.38
25990,28518,6,0.38
10114,26480,6,0.38
10114,27360,6,0.38
12618,20882,6,0.38
2263,24057,6,0.38
1378,28652,6,0.38
4852,6694,6,0.38
4020,18298,6,0.38
4020,20357,6,0.38
4745,26183,6,0.38
10709,23242,6,0.38
25560,26331,6,0.38
5317,22295,6,0.38
3936,28136,6,0.38
5746,25284,6,0.38
11431,24910,6,0.38
14038,28576,6,0.38
5790,12618,6,0.38
2291,3946,6,0.38
277,25560,6,0.38
1812,3936,6,0.38
4159,4564,6,0.38
5756,17045,6,0.38
10146,20835,6,0.38
4564,7000,6,0.38
5673,7000,6,0.38
1788,19218,6,0.38
1849,7821,6,0.38
6013,8501,6,0.38
5773,26593,6,0.38
3430,29095,6,0.38
1946,3389,6,0.38
1946,4852,6,0.38
51,21466,6,0.38
2219,4138,6,0.38
4062,14949,6,0.38
20911,22123,6,0.38
1860,5688,6,0.38
1860,8852,6,0.38
4852,9743,6,0.38
9743,27267,6,0.38
3127,10746,6,0.38
5317,17032,6,0.38
5317,17299,6,0.38
13195,22693,6,0.38
15383,19590,6,0.38
15383,22693,6,0.38
1868,20051,6,0.38
5688,11245,6,0.38
1097,6963,6,0.38
9743,18295,6,0.38
10146,11422,6,0.38
10146,20072,6,0.38
4564,17945,6,0.38
19590,21738,6,0.38
3223,15702,6,0.38
13108,22108,6,0.38
5673,24253,6,0.38
19415,28275,6,0.38
4020,20911,6,0.38
5673,22405,6,0.38
4852,19785,6,0.38
4852,24488,6,0.38
1845,5670,6,0.38
8852,17032,6,0.38
13108,19981,6,0.38
3709,4735,6,0.38
3709,13195,6,0.38
7000,20461,6,0.38
21734,25499,6,0.38
22120,25498,6,0.38
22120,25499,6,0.38
2117,6003,6,0.38
21734,25498,6,0.38
25987,29289,6,0.38
13195,15383,6,0.38
3934,20911,6,0.38
8730,28275,6,0.38
5782,12777,6,0.38
18298,20911,6,0.38
18298,22123,6,0.38
20357,20911,6,0.38
20357,22123,6,0.38
3223,21466,6,0.38
51,11760,6,0.38
4564,12777,6,0.38
20051,22693,6,0.38
5782,7821,6,0.38
4072,4082,6,0.38
24032,28138,6,0.38
17259,19590,6,0.38
19590,21678,6,0.38
17232,25498,6,0.38
17232,25499,6,0.38
7821,24910,6,0.38
6003,20165,6,0.38
23316,25503,6,0.38
2588,2594,6,0.38
5673,29415,6,0.38
14033,29415,6,0.38
4852,28932,6,0.38
6003,24832,6,0.38
14033,14216,6,0.38
6846,14949,6,0.38
3223,19686,6,0.38
3936,6276,6,0.38
3934,4020,6,0.38
3934,4424,6,0.38
19254,25284,6,0.38
51,2567,6,0.38
3223,23192,6,0.38
23192,28138,6,0.38
333,5688,6,0.38
2876,3770,6,0.38
51,4611,6,0.38
4735,22693,6,0.38
5790,25499,6,0.38
6003,17232,6,0.38
6003,22120,6,0.38
6003,25498,6,0.38
6003,25499,6,0.38
3770,19981,6,0.38
17232,21734,6,0.38
17232,22120,6,0.38
11460,25560,6,0.38
5756,12777,6,0.38
12602,12777,6,0.38
1824,24057,6,0.38
12777,16235,6,0.38
12777,26064,6,0.38
3461,5670,6,0.38
4549,12777,6,0.38
5670,11433,6,0.38
1738,24057,6,0.38
2865,20357,6,0.38
17299,24252,6,0.38
22295,24252,6,0.38
1788,16636,6,0.38
18974,20751,6,0.38
3810,25284,6,0.38
1468,20337,6,0.38
3281,5320,6,0.38
5799,10175,6,0.38
2371,13806,6,0.38
1439,10146,6,0.38
3882,29581,6,0.38
2868,14216,6,0.38
5746,5781,6,0.38
12758,29289,6,0.38
3709,15383,6,0.38
4735,15383,6,0.38
3223,28933,6,0.38
5688,22307,6,0.38
51,6015,6,0.38
5673,14033,6,0.38
5193,19590,6,0.38
2594,9317,6,0.38
2594,10146,6,0.38
2594,17032,6,0.38
51,2925,6,0.38
6003,22693,6,0.38
16636,20337,6,0.38
6015,28138,6,0.38
51,29210,6,0.38
4564,5668,6,0.38
5671,5773,6,0.38
19335,25284,6,0.38
7531,20307,6,0.38
21734,22120,6,0.38
3882,26593,6,0.38
1738,4549,6,0.38
60,26594,6,0.38
23192,23212,6,0.38
5733,5746,6,0.38
5698,12758,6,0.38
20337,28576,6,0.38
23242,28139,6,0.38
4745,10709,6,0.38
4745,23242,6,0.38
5688,12618,6,0.38
3355,4062,6,0.38
4492,6846,6,0.38
1439,1860,6,0.38
1441,13108,6,0.38
19848,20786,6,0.38
2594,4432,6,0.38
2594,4676,6,0.38
2594,4852,6,0.38
4549,7531,6,0.38
9317,17032,6,0.38
9317,19873,6,0.38
6538,8852,6,0.38
2594,19873,6,0.38
2594,28518,6,0.38
3287,4564,6,0.38
20004,25284,6,0.38
20481,25284,6,0.38
5670,22307,6,0.38
51,275,6,0.38
22496,25284,6,0.38
8511,25284,6,0.38
1846,6662,6,0.38
20461,26593,6,0.38
18963,27267,6,0.38
3077,11851,6,0.38
3077,12602,6,0.38
1378,3354,6,0.38
13195,28518,6,0.38
3637,15033,6,0.38
1788,17975,6,0.38
7000,8726,6,0.38
21770,28518,6,0.38
4564,17674,6,0.38
5697,25560,6,0.38
23020,25560,6,0.38
4062,8852,6,0.38
277,4745,6,0.38
3643,5701,6,0.38
2291,19560,6,0.38
2868,19560,6,0.38
24832,28932,6,0.38
1846,5688,6,0.38
3223,7500,6,0.38
8058,19590,6,0.38
14784,19590,6,0.38
19590,20786,6,0.38
4821,6694,6,0.38
14038,20882,6,0.38
4852,22123,6,0.38
1814,8852,6,0.38
1788,4434,6,0.38
3287,28275,6,0.38
2397,20786,6,0.38
3223,4019,6,0.38
19590,24031,6,0.38
17267,19848,6,0.38
3946,24832,6,0.38
2121,5673,6,0.38
4549,24193,6,0.38
674,28518,6,0.38
4852,6960,6,0.38
2868,5701,6,0.38
10746,19568,6,0.38
22295,25820,6,0.38
51,9235,6,0.38
51,3658,6,0.38
3659,13108,6,0.38
5702,5782,6,0.38
10146,21948,6,0.38
16893,26593,6,0.38
5673,23045,6,0.38
1868,3658,6,0.38
10954,28518,6,0.38
2551,23233,6,0.38
19590,29210,6,0.38
4062,8148,6,0.38
4549,17582,6,0.38
1439,4170,6,0.38
1860,13108,6,0.38
4549,29095,6,0.38
29251,29289,6,0.38
17421,17945,6,0.38
17945,26063,6,0.38
2867,5670,6,0.38
4587,22321,6,0.38
1378,1788,6,0.38
6814,28138,6,0.38
5676,12758,6,0.38
5782,24544,6,0.38
3671,10146,6,0.38
2591,17299,6,0.38
2591,22295,6,0.38
1825,28275,6,0.38
6625,28275,6,0.38
1439,27267,6,0.38
5628,28138,6,0.38
1948,3770,6,0.38
6629,11460,6,0.38
25560,29251,6,0.38
3770,17582,6,0.38
13108,17582,6,0.38
11433,23020,6,0.38
3223,11474,6,0.38
3223,12725,6,0.38
5790,20109,6,0.38
25988,26594,6,0.38
5673,16991,6,0.38
1860,9229,6,0.38
8176,17460,6,0.38
8176,21451,6,0.38
8176,22230,6,0.38
4622,7000,6,0.38
22470,28275,6,0.38
9229,19590,6,0.38
4062,4170,6,0.38
333,13108,6,0.38
5782,10709,6,0.38
3665,17299,6,0.38
3665,22295,6,0.38
4277,4907,6,0.38
2560,24561,6,0.38
2429,22810,6,0.38
3269,13108,6,0.38
5671,28275,6,0.38
25560,25988,6,0.38
4852,8501,6,0.38
5746,18934,6,0.38
5986,28275,6,0.38
6013,20337,6,0.38
22230,22693,6,0.38
19590,20109,6,0.38
3480,8176,6,0.38
3480,17460,6,0.38
3480,21451,6,0.38
3480,25560,6,0.38
3480,28275,6,0.38
26480,29095,6,0.38
6362,28138,6,0.38
89,28518,6,0.38
51,28362,6,0.38
25989,26593,6,0.38
8176,22693,6,0.38
2692,24057,6,0.38
4455,8546,6,0.38
1860,2868,6,0.38
2551,4326,6,0.38
12758,29581,6,0.38
20109,29289,6,0.38
21451,22230,6,0.38
11404,17299,6,0.38
11404,22295,6,0.38
3269,5746,6,0.38
5768,20144,6,0.38
51,15350,6,0.38
1378,5746,6,0.38
3936,11431,6,0.38
3936,20498,6,0.38
3963,4852,6,0.38
4852,9235,6,0.38
4852,9237,6,0.38
4276,20307,6,0.38
3667,24057,6,0.38
1765,8730,6,0.38
1948,17299,6,0.38
1948,22295,6,0.38
20546,24057,6,0.38
25987,28275,6,0.38
12725,29095,6,0.38
1846,8852,6,0.38
3223,20646,6,0.38
3936,10709,6,0.38
5746,18457,6,0.38
5768,18457,6,0.38
5746,28823,6,0.38
51,28932,6,0.38
7000,20882,6,0.38
19686,28275,6,0.38
4549,15665,6,0.38
22810,24057,6,0.38
6516,11431,6,0.38
8352,13108,6,0.38
19991,25560,6,0.38
21738,25560,6,0.38
3127,5768,6,0.38
7543,22295,6,0.38
2551,28224,6,0.38
2438,4518,6,0.38
2438,10886,6,0.38
2438,11851,6,0.38
2438,11879,6,0.38
2438,12602,6,0.38
2438,12712,6,0.38
4518,10886,6,0.38
4518,11851,6,0.38
4518,11879,6,0.38
17951,28275,6,0.38
22123,28275,6,0.38
4212,4213,6,0.38
1400,5746,6,0.38
10502,24253,6,0.38
5302,17460,6,0.38
14216,17460,6,0.38
9870,11256,6,0.38
5782,24782,6,0.38
2867,24057,6,0.38
1845,13195,6,0.38
3770,11401,6,0.38
3770,4249,6,0.38
3223,22594,6,0.38
